ResponseId,Poet,condition,beautiful,imagery,inspiring,lyrical,meaningful,mood_emotion,moving,original,overall_quality,profound,rhyme,rhythm,sound,theme,witty,poem_ID,word_count,line_count,stanzas,four_line_stanzas,rhymes_binary,all_lines_rhyme,first_person,Frequency,Like poetry,College Major,Background in poetry,Age,Gender,Authorship,Discrimination Response,correct
R_2zRPghVA8apS6cM,Lord Byron,human,5.0,6.0,3.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,2.0,5.0,5.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,32,Male,AI,,
R_301ccMp5XM5B3GM,Lord Byron,human,6.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,4.0,3.0,6.0,6.0,6.0,3.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,51,Male,AI,,
R_30321uglhdScWiW,Lord Byron,human,6.0,7.0,3.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,3.0,6.0,5.0,7.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Dislike poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,32,Male,AI,,
R_3074GpJhJyAcE75,Lord Byron,nothing,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,6.0,6.0,6.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,I did not go to college/did not have a major,"I have read a lot of poetry, but have never written poetry",56,Female,AI,AI,1.0
R_30i4jXTCj3iW92l,Lord Byron,human,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,32,Female,AI,,
R_30kmG1CI8HfSJ7e,Lord Byron,nothing,5.0,6.0,4.0,6.0,4.0,6.0,3.0,3.0,6.0,3.0,3.0,6.0,6.0,6.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per month,Indifferent to poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",36,Female,AI,human,0.0
R_30vgycfazUKzI4s,Lord Byron,AI,4.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,68,Female,AI,,
R_31HRvd7wmVCZLmh,Lord Byron,human,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,63,Female,AI,,
R_31N10yPWUHsySM0,Lord Byron,AI,2.0,5.0,2.0,6.0,5.0,5.0,2.0,3.0,6.0,2.0,3.0,5.0,4.0,5.0,2.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,49,Female,AI,,
R_31RY5EgS8pICWQi,Lord Byron,AI,5.0,4.0,3.0,5.0,5.0,5.0,4.0,7.0,5.0,3.0,3.0,6.0,6.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,43,Female,AI,,
R_31RymrkFWSjyzIj,Lord Byron,AI,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per week,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",27,Female,AI,,
R_322wh7zii63Lt2u,Lord Byron,nothing,5.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,5.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,53,Male,AI,human,0.0
R_32VHo3Fq6eXG1Jx,Lord Byron,nothing,4.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0,3.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",65,Male,AI,AI,1.0
R_32WSVziI9lHDZr8,Lord Byron,nothing,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,6.0,4.0,3.0,6.0,5.0,5.0,2.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",54,Male,AI,human,0.0
R_3338cev7sxczcbU,Lord Byron,AI,6.0,6.0,6.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,1.0,5.0,7.0,5.0,3.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",56,Male,AI,,
R_33DPmRsEx3YQ9li,Lord Byron,human,6.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",57,Female,AI,,
R_33dqEsCmNSVoS7f,Lord Byron,human,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3,81,12,3,yes,yes,yes,no,A few times per year,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,29,Male,AI,,
R_33qAmtcfNb7kpnl,Lord Byron,nothing,6.0,7.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,3.0,7.0,6.0,6.0,6.0,3,81,12,3,yes,yes,yes,no,A few times per week,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",46,Male,AI,AI,1.0
R_33sep7i8Te2H5U1,Lord Byron,AI,5.0,6.0,5.0,4.0,3.0,5.0,1.0,4.0,6.0,5.0,3.0,6.0,5.0,4.0,2.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"English, literature, poetry, or similar",I am a professional poet,45,Male,AI,,
R_3BHEQ7o2VKwCDiV,Lord Byron,AI,6.0,5.0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",58,Female,AI,,
R_3CAZaZiFbvaIxYZ,Lord Byron,human,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,3.0,7.0,7.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",51,Female,AI,,
R_3CH6bMqNcVejarI,Lord Byron,human,4.0,4.0,3.0,4.0,5.0,7.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,7.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",31,Male,AI,,
R_3CHkIhvbizGTRQ5,Lord Byron,AI,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per week,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",66,Female,AI,,
R_3CJBk5K2ReptYxK,Lord Byron,nothing,5.0,5.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,5.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",39,Male,AI,human,0.0
R_3CJcOEZ0VmRwyhw,Lord Byron,human,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",58,Female,AI,,
R_3CO6UY0FiEXoOxq,Lord Byron,nothing,6.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,2.0,6.0,5.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,Every day,Love poetry,"English, literature, poetry, or similar",I am a professional poet,31,Male,AI,human,0.0
R_3CWomGHPkHgfLtZ,Lord Byron,nothing,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,3,81,12,3,yes,yes,yes,no,Every day,Love poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",45,Male,AI,AI,1.0
R_3D0FohAHOgG8hZZ,Lord Byron,AI,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,"I have read a lot of poetry, but have never written poetry",30,Male,AI,,
R_3D5yNuulO7LmWQy,Lord Byron,human,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,1.0,7.0,7.0,7.0,7.0,3,81,12,3,yes,yes,yes,no,A few times per year,Love poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",42,Female,AI,,
R_3Dhfd6QiFz1Zuxg,Lord Byron,AI,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,3.0,5.0,5.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per week,Love poetry,"Other (math, history, philosophy, etc.)",I am a professional poet,29,Female,AI,,
R_3EAv6cLI2cEacNL,Lord Byron,human,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,7.0,6.0,6.0,3,81,12,3,yes,yes,yes,no,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,41,Male,AI,,
R_3EFng8LIctgFKNG,Lord Byron,nothing,4.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,5.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",35,Non-binary / third gender,AI,human,0.0
R_3Eb5nGrgOAJYn2N,Lord Byron,AI,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per week,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",33,Male,AI,,
R_3Eu2Hij6USfVnSh,Lord Byron,AI,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,3.0,5.0,5.0,5.0,4.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,52,Female,AI,,
R_3FJSuCSYgNuT7ri,Lord Byron,nothing,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,40,Female,AI,human,0.0
R_3FPSt1eSzS6dQk7,Lord Byron,AI,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,3.0,6.0,6.0,6.0,4.0,3,81,12,3,yes,yes,yes,no,Never,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,34,Male,AI,,
R_3FPxGdTIDphs0w6,Lord Byron,AI,5.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,7.0,1.0,7.0,7.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,26,Female,AI,,
R_3FPxXsjDImD1lLb,Lord Byron,human,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,I did not go to college/did not have a major,"I have written poetry, but not professionally",35,Female,AI,,
R_3FRkVrDA6lnClBA,Lord Byron,human,3.0,5.0,5.0,5.0,4.0,4.0,6.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,I did not go to college/did not have a major,I am familiar with multiple poets and genres of poetry,25,Male,AI,,
R_3G1XeqkDz2qB7Ts,Lord Byron,human,5.0,5.0,4.0,6.0,6.0,6.0,5.0,3.0,5.0,3.0,3.0,7.0,6.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Indifferent to poetry,"English, literature, poetry, or similar",I am familiar with multiple poets and genres of poetry,37,Female,AI,,
R_3G8td0GkHzULidb,Lord Byron,AI,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,40,Male,AI,,
R_3GAGhlKpKM0rbHP,Lord Byron,AI,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",40,Male,AI,,
R_3GcQdkHEvB1rLgT,Lord Byron,human,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per week,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,22,Non-binary / third gender,AI,,
R_3Gpkd4VhvlwHiAk,Lord Byron,AI,4.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per month,Indifferent to poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",81,Female,AI,,
R_3HBJbgm0HoQD6W5,Lord Byron,AI,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",38,Female,AI,,
R_3HOJynjXm4JB45f,Lord Byron,nothing,5.0,4.0,5.0,5.0,6.0,4.0,5.0,3.0,5.0,5.0,3.0,6.0,4.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,38,Male,AI,AI,1.0
R_3HuUZ8QIiXscWfW,Lord Byron,human,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,6.0,7.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"English, literature, poetry, or similar","I have written poetry, but not professionally",60,Female,AI,,
R_3IWavKDUPWHLYkL,Lord Byron,nothing,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Love poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",29,Male,AI,human,0.0
R_3IWrpdRaJoUdIsp,Lord Byron,human,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,26,Male,AI,,
R_3IYaJ84I6SUwVuS,Lord Byron,human,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,2.0,3.0,7.0,6.0,6.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per week,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",48,Female,AI,,
R_3Ib4c1tMN5J2xnV,Lord Byron,human,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,3.0,6.0,6.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,50,Male,AI,,
R_3J2idrAY8TkfIQb,Lord Byron,nothing,6.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,6.0,6.0,6.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",31,Male,AI,human,0.0
R_3JJjSv9fYk8LWjt,Lord Byron,nothing,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,6.0,5.0,2.0,4.0,3.0,3.0,3.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,32,Male,AI,AI,1.0
R_3JXBvgapHpvb1fz,Lord Byron,nothing,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,3.0,6.0,6.0,6.0,6.0,3,81,12,3,yes,yes,yes,no,A few times per year,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",49,Female,AI,human,0.0
R_3JaenH6YAIVggN1,Lord Byron,AI,5.0,5.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,6.0,3.0,4.0,6.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",20,Female,AI,,
R_3Jfwiei5dR9U5J7,Lord Byron,AI,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,3,81,12,3,yes,yes,yes,no,A few times per year,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",53,Prefer not to say,AI,,
R_3JkJL3nnzKp6lnH,Lord Byron,human,5.0,6.0,2.0,3.0,5.0,6.0,2.0,4.0,6.0,3.0,3.0,6.0,6.0,7.0,1.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,28,Male,AI,,
R_3KCukHZvee1N8dc,Lord Byron,AI,4.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per week,Love poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,36,Female,AI,,
R_3KGvphonihZBPSd,Lord Byron,human,7.0,4.0,3.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,6.0,7.0,7.0,2.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,20,Female,AI,,
R_3KHF9O2h2dQTmxm,Lord Byron,human,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,5.0,5.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have read a lot of poetry, but have never written poetry",68,Male,AI,,
R_3KO1YqyzXlHhWcM,Lord Byron,AI,1.0,3.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,43,Male,AI,,
R_3KVAjI5Nrb3C1FU,Lord Byron,AI,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,3.0,6.0,5.0,5.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,30,Male,AI,,
R_3KZVvE6slqw6jaL,Lord Byron,human,6.0,7.0,1.0,7.0,7.0,6.0,6.0,3.0,7.0,6.0,3.0,6.0,6.0,6.0,1.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,43,Female,AI,,
R_3KxYj0r3HFb9FrX,Lord Byron,AI,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",33,Female,AI,,
R_3MA1FriOBKsAeSO,Lord Byron,AI,6.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,3,81,12,3,yes,yes,yes,no,Never,Dislike poetry,I did not go to college/did not have a major,I am not very familiar with poetry,26,Female,AI,,
R_3MDNGLMrXaIrP4s,Lord Byron,nothing,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,3.0,6.0,5.0,6.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,22,Male,AI,human,0.0
R_3MFhMZRamR9MmLK,Lord Byron,nothing,3.0,3.0,5.0,5.0,4.0,3.0,6.0,5.0,4.0,6.0,1.0,3.0,4.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",49,Female,AI,AI,1.0
R_3MKh5qB9UbFNgct,Lord Byron,nothing,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,3,81,12,3,yes,yes,yes,no,Never,Love poetry,I did not go to college/did not have a major,I am not very familiar with poetry,31,Male,AI,human,0.0
R_3MQAOkGKBwGTOiF,Lord Byron,nothing,4.0,3.0,2.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,2.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",36,Male,AI,human,0.0
R_3MidVJQsphfCy7x,Lord Byron,nothing,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,51,Male,AI,human,0.0
R_3Mli0YEYzp7RxIQ,Lord Byron,human,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"English, literature, poetry, or similar","I have read a lot of poetry, but have never written poetry",57,Female,AI,,
R_3Mo0aa5EVqJH8PN,Lord Byron,AI,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,27,Male,AI,,
R_3NIgrjH0CHeK6E4,Lord Byron,AI,6.0,7.0,3.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,5.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",45,Female,AI,,
R_3NIoViEzQs5VTMv,Lord Byron,human,5.0,6.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,5.0,6.0,5.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,23,Male,AI,,
R_3NKEYO5oJiPQQzn,Lord Byron,nothing,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,6.0,6.0,7.0,6.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,35,Male,AI,human,0.0
R_3NP9V2OAhsDieGe,Lord Byron,AI,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,I am familiar with multiple poets and genres of poetry,32,Male,AI,,
R_3NQwPrIolVTpO5i,Lord Byron,nothing,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,3.0,6.0,6.0,6.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,59,Female,AI,human,0.0
R_3O6ObbwceCJvGbV,Lord Byron,AI,5.0,5.0,3.0,4.0,5.0,6.0,3.0,3.0,5.0,3.0,3.0,6.0,5.0,6.0,3.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,45,Female,AI,,
R_3O94S2Gj7BvptPx,Lord Byron,human,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,3,81,12,3,yes,yes,yes,no,Every day,Love poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",35,Female,AI,,
R_3OihlNqUE9fU7o6,Lord Byron,nothing,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",35,Female,AI,AI,1.0
R_3P66lT94zFG5foM,Lord Byron,AI,2.0,4.0,2.0,7.0,1.0,7.0,2.0,5.0,5.0,1.0,3.0,6.0,4.0,6.0,1.0,3,81,12,3,yes,yes,yes,no,A few times per month,Like poetry,"Other (math, history, philosophy, etc.)","I have written poetry, but not professionally",39,Male,AI,,
R_3PFBAyeVekcoB1L,Lord Byron,nothing,5.0,6.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,6.0,3.0,3,81,12,3,yes,yes,yes,no,Never,Indifferent to poetry,"Other (math, history, philosophy, etc.)",I am not very familiar with poetry,25,Male,AI,AI,1.0
R_3PMLnMNRQQbBmhs,Lord Byron,AI,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Like poetry,"Other (math, history, philosophy, etc.)",I am familiar with multiple poets and genres of poetry,46,Female,AI,,
R_3PaxgMoWOEIOLPz,Lord Byron,nothing,4.0,6.0,1.0,6.0,5.0,6.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,6.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Indifferent to poetry,I did not go to college/did not have a major,I am not very familiar with poetry,40,Female,AI,human,0.0
R_3PtzAu5M9wlKi5h,Lord Byron,nothing,7.0,5.0,4.0,6.0,6.0,6.0,6.0,4.0,7.0,4.0,3.0,6.0,6.0,5.0,4.0,3,81,12,3,yes,yes,yes,no,Less than once per year,Like poetry,I did not go to college/did not have a major,I am not very familiar with poetry,51,Female,AI,human,0.0
